,stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
224477,1340463312,2015-07-23 21:18:47,Are Fixed or Variable Loans a Better Option for Student Loan Borrowers?,https://www.thestreet.com/story/13227523/1/are-fixed-or-variable-loans-a-better-option-for-student-loan-borrowers.html,en,False,"education and schools, finances, colleges and universities, tuition, credit, interest rates, mortgages",21619,The Street,http://www.thestreet.com
224478,1340464299,2015-03-12 16:42:53,"Obama's Student Aid Bill of Rights: Long on Complexity, Short on Solutions",https://www.thestreet.com/story/13077229/1/obamas-student-aid-bill-of-rights-long-on-complexity-short-on-solutions.html,en,False,"politics and government, finances, banks and banking, frauds and swindling, credit, consumer protection",21619,The Street,http://www.thestreet.com
224479,1340464441,2015-06-24 21:01:49,Shedding Student Loan Obligations Is Difficult for Private Student Loan Cosigners,https://www.thestreet.com/story/13195569/1/shedding-student-loan-obligations-is-difficult-for-private-student-loan-cosigners.html,en,False,"education and schools, finances, colleges and universities, banks and banking, credit, interest rates, mortgages",21619,The Street,http://www.thestreet.com
224480,1340464491,2015-05-18 15:45:21,With the Economy on the Rebound Is Now the Time to Refinance Your Student Loans?,https://www.thestreet.com/story/13153904/1/with-the-economy-on-the-rebound-is-now-the-time-to-refinance-your-student-loans.html,en,False,"education and schools, finances, credit, interest rates",21619,The Street,http://www.thestreet.com
224481,1340464501,2015-01-09 14:26:52,Community Colleges Could Be Tuition Free for Students With Decent GPAs,https://www.thestreet.com/story/13005801/1/community-colleges-could-be-tuition-free-for-students-with-decent-gpas.html,en,False,"education and schools, labor, colleges and universities",21619,The Street,http://www.thestreet.com
224482,1340473979,2015-03-10 17:57:45,"Obama's Student Aid Right Bill Will Help, But It Can't Do the Job Alone",https://www.thestreet.com/story/13074228/1/obamas-student-aid-right-bill-will-help-but-it-cant-do-the-job-alone.html,en,False,"education and schools, finances, colleges and universities, credit",21619,The Street,http://www.thestreet.com
224483,1340474962,2015-01-14 16:00:00,7 Steps to Managing Your Student Loan Debt Better In 2015,https://www.thestreet.com/story/13009665/1/7-steps-to-managing-your-student-loan-debt-better-in-2015.html,en,False,"education and schools, finances, colleges and universities, banks and banking, tuition, credit, housing, mortgages",21619,The Street,http://www.thestreet.com
224484,1340477636,2015-03-24 16:17:56,Student Loan Debt Load Keeps Rising Across All Income Levels,https://www.thestreet.com/story/13087796/1/student-loan-debt-load-keeps-rising-across-all-income-levels.html,en,False,"education and schools, finances, colleges and universities, tuition, economic conditions and trends, united states economy, credit, interest rates",21619,The Street,http://www.thestreet.com
224485,1340478005,2015-03-19 16:13:25,Second Time Around for Warren Student Loan Re-Fi Bill May Be the Charm,https://www.thestreet.com/story/13084790/1/second-time-around-for-warren-student-loan-re-fi-bill-may-be-the-charm.html,en,False,"education and schools, politics and government, law and legislation, finances, colleges and universities, credit, interest rates",21619,The Street,http://www.thestreet.com
224595,1392327388,2015-10-15 16:14:24,Top US Private Schools with the Most Graduates Getting Into Ivy League Universities,https://www.thestreet.com/story/13325695/1/top-us-private-schools-with-the-most-graduates-getting-into-ivy-league-universities.html,en,False,,21619,The Street,http://www.thestreet.com
224629,1405750101,2015-02-18 12:30:00,3 Most Common Tax Return Errors for Self-Filers Can Delay Refunds and Trigger an Audit,https://www.thestreet.com/story/13047490/1/3-most-common-tax-return-errors-for-self-filers-can-delay-refunds-and-trigger-an-audit.html,en,False,,21619,The Street,http://www.thestreet.com
226089,1567919247,2015-11-16 13:16:11,What Bernie Sanders Thinks Wall Street Can Expect If Hillary Clinton Is President,https://www.thestreet.com/opinion/what-bernie-sanders-thinks-wall-street-can-expect-if-hillary-clinton-is-president-13365907,en,False,,21619,The Street,http://www.thestreet.com
226129,1572844935,2015-09-08 15:45:55,"Bocas del Toro, Panama -- A Caribbean Expat Paradise Without Hurricanes",https://www.thestreet.com/opinion/bocas-del-toro-panama-a-caribbean-expat-paradise-without-hurricanes-13278864,en,False,,21619,The Street,http://www.thestreet.com
226446,1678365388,2015-07-09 14:14:18,"The Real Wall Street Is Actually in Secaucus, New Jersey",https://www.thestreet.com/investing/the-real-wall-street-is-actually-in-secaucus-new-jersey-13213317,en,False,"computers and the internet, finances, prices (fares, fees and rates), stocks and bonds, futures and options trading, brokers and brokerage firms",21619,The Street,http://www.thestreet.com
226538,1687003970,2015-07-06 11:52:30,Discount Retailer Dollar Tree Gets Okay to Buy Family Dollar,https://www.thestreet.com/video/discount-retailer-dollar-tree-gets-okay-to-buy-family-dollar-13208086,en,False,,21619,The Street,http://www.thestreet.com
226772,1766074360,2015-11-17 17:28:51,Why SunEdison (SUNE) Stock Is Tanking Today,https://www.thestreet.com/markets/why-sunedison-sune-stock-is-tanking-today-13369127,en,False,,21619,The Street,http://www.thestreet.com
